run_id,mode,host,target_id,media,device,mount,workload,rw,block_size,jobs,repetition,session,attempt,completion_reason,io_bytes,gib,fio_runtime_ms,seconds,bw_bytes_s,bw_mib_s,iops,total_ios,clat_mean_ns,clat_p50_ns,clat_p95_ns,clat_p99_ns,clat_p99_9_ns,command_wall_seconds,preparation_generation,artifact
2e90dcabc5f04ad598eec9a51499f661,full,colva1,104,nvme,/dev/nvme1n1p1,/mnt/nvme0,rand_read_128k,randread,128k,4,1,1,1,time_limit,346349371392,322.56298828125,60003,60.003,5772200912,5504.799758911133,44036.298185,2642310,2880476.40388885,2211840,7176192,10289152,13041664,65.33679496869445,1,raw/104__rand_read_128k__r1/attempt-1
2e90dcabc5f04ad598eec9a51499f661,full,colva1,104,nvme,/dev/nvme1n1p1,/mnt/nvme0,rand_read_4k,randread,4k,4,1,1,1,time_limit,251589611520,234.31108474731445,60001,60.001,4193090305,3998.8425302505493,1023701.604972,61423120,123034.59269646031,93696,296960,505856,831488,65.33022858947515,1,raw/104__rand_read_4k__r1/attempt-1
2e90dcabc5f04ad598eec9a51499f661,full,colva1,104,nvme,/dev/nvme1n1p1,/mnt/nvme0,rand_write_4k,randwrite,4k,4,1,1,1,time_limit,249790517248,232.63554763793945,60001,60.001,4163105900,3970.247173309326,1016381.176981,60983887,124142.99020341462,119296,138240,181248,749568,65.33181355521083,1,raw/104__rand_write_4k__r1/attempt-1
2e90dcabc5f04ad598eec9a51499f661,full,colva1,104,nvme,/dev/nvme1n1p1,/mnt/nvme0,seq_read,read,1m,4,1,1,1,time_limit,140119113728,130.49609375,60057,60.057,2333146072,2225.0614852905273,2222.99674,133504,57287748.12351726,78118912,98041856,114819072,143654912,65.39895681291819,1,raw/104__seq_read__r1/attempt-1
2e90dcabc5f04ad598eec9a51499f661,full,colva1,104,nvme,/dev/nvme1n1p1,/mnt/nvme0,seq_write,write,1m,4,1,1,1,time_limit,309916073984,288.6318359375,60027,60.027,5163272850,4924.0807056427,4921.998162999999,295434,25838493.261910595,30277632,42205184,47448064,58458112,65.3905621431768,1,raw/104__seq_write__r1/attempt-1
2e90dcabc5f04ad598eec9a51499f661,full,colva1,104,nvme,/dev/nvme1n1p1,/mnt/nvme0,rand_read_4k,randread,4k,4,2,1,1,time_limit,251744256000,234.45510864257812,60001,60.001,4195667670,4001.3004970550537,1024330.794487,61460872,122945.16151810672,93696,301056,514048,831488,65.32712135091424,1,raw/104__rand_read_4k__r2/attempt-1
2e90dcabc5f04ad598eec9a51499f661,full,colva1,104,nvme,/dev/nvme1n1p1,/mnt/nvme0,rand_write_4k,randwrite,4k,4,2,1,1,time_limit,249557446656,232.41848373413086,60001,60.001,4159221456,3966.542678833008,1015432.8094540001,60926984,124254.24690870948,119296,138240,189440,749568,65.33120056241751,1,raw/104__rand_write_4k__r2/attempt-1
2e90dcabc5f04ad598eec9a51499f661,full,colva1,104,nvme,/dev/nvme1n1p1,/mnt/nvme0,seq_read,read,1m,4,2,1,1,time_limit,140143230976,130.5185546875,60058,60.058,2333639697,2225.5322427749634,2223.450759,133526,57268261.24585759,57409536,98041856,114819072,137363456,65.40012220107019,1,raw/104__seq_read__r2/attempt-1
2e90dcabc5f04ad598eec9a51499f661,full,colva1,104,nvme,/dev/nvme1n1p1,/mnt/nvme0,seq_write,write,1m,4,2,1,1,time_limit,309241839616,288.00390625,60028,60.028,5151852296,4913.1892166137695,4911.106761999999,294791,25918156.262562543,25559040,42205184,45350912,55312384,65.38627742603421,1,raw/104__seq_write__r2/attempt-1
2e90dcabc5f04ad598eec9a51499f661,full,colva1,104,nvme,/dev/nvme1n1p1,/mnt/nvme0,rand_read_128k,randread,128k,4,2,1,1,time_limit,295516110848,275.2208251953125,60004,60.004,4924940182,4696.7889614105225,37572.228518,2254484,3383996.215023335,2736128,6127616,6520832,6914048,65.3384712561965,1,raw/104__rand_read_128k__r2/attempt-1
