run_id,host,target_id,media,generation,io_bytes,fio_runtime_ms,fio_write_mib_s,command_wall_seconds,sync_overhead_seconds,artifact
a711ca58c8ef48d0b95e7903975f6576,colva1,101,hdd,1,10737418240,54505,187.87267208099365,110.6742599196732,56.1692599196732,raw/target-101/prepare-1
a711ca58c8ef48d0b95e7903975f6576,colva1,102,hdd,1,10737418240,57070,179.42877101898193,115.72698261588812,58.65698261588812,raw/target-102/prepare-1
a711ca58c8ef48d0b95e7903975f6576,colva1,103,hdd,1,10737418240,62265,164.4583625793457,125.88344941660762,63.61844941660762,raw/target-103/prepare-1
a711ca58c8ef48d0b95e7903975f6576,colva1,104,nvme,1,10737418240,2071,4944.471269607544,5.617967434227467,3.5469674342274664,raw/target-104/prepare-1
a711ca58c8ef48d0b95e7903975f6576,colva1,105,nvme,1,10737418240,2098,4880.838893890381,5.6683123502880335,3.5703123502880336,raw/target-105/prepare-1
a711ca58c8ef48d0b95e7903975f6576,colva1,106,nvme,1,10737418240,2099,4878.513577461243,5.668532395735383,3.569532395735383,raw/target-106/prepare-1
a711ca58c8ef48d0b95e7903975f6576,colva1,107,nvme,1,10737418240,2079,4925.4449253082275,5.618398318067193,3.539398318067193,raw/target-107/prepare-1
7103b0b2110d40aba7b77428e4acfee1,colva2,201,hdd,1,10737418240,62038,165.06012439727783,126.0795703988988,64.0415703988988,raw/target-201/prepare-1
7103b0b2110d40aba7b77428e4acfee1,colva2,202,hdd,1,10737418240,61634,166.14206409454346,125.67743301996961,64.04343301996961,raw/target-202/prepare-1
7103b0b2110d40aba7b77428e4acfee1,colva2,203,hdd,1,10737418240,61886,165.46553325653076,125.72488038195297,63.83888038195297,raw/target-203/prepare-1
7103b0b2110d40aba7b77428e4acfee1,colva2,204,hdd,1,10737418240,61344,166.927490234375,124.62645703705493,63.28245703705493,raw/target-204/prepare-1
7103b0b2110d40aba7b77428e4acfee1,colva2,205,nvme,1,10737418240,2188,4680.073125839233,6.416729388991371,4.22872938899137,raw/target-205/prepare-1
7103b0b2110d40aba7b77428e4acfee1,colva2,206,nvme,1,10737418240,2181,4695.093993186951,6.466793950996362,4.285793950996362,raw/target-206/prepare-1
7103b0b2110d40aba7b77428e4acfee1,colva2,207,nvme,1,10737418240,2197,4660.901228904724,6.416416051913984,4.219416051913984,raw/target-207/prepare-1
80f163c26e8b4f5eb3c12eea782069ab,colva3,301,hdd,1,10737418240,62431,164.02107906341553,127.13937462808099,64.70837462808099,raw/target-301/prepare-1
80f163c26e8b4f5eb3c12eea782069ab,colva3,302,hdd,1,10737418240,61363,166.87580394744873,125.08638312900439,63.72338312900439,raw/target-302/prepare-1
80f163c26e8b4f5eb3c12eea782069ab,colva3,303,hdd,1,10737418240,66130,154.84651374816895,134.38967732095625,68.25967732095626,raw/target-303/prepare-1
80f163c26e8b4f5eb3c12eea782069ab,colva3,304,hdd,1,10737418240,52980,193.2804822921753,108.0277919890359,55.04779198903591,raw/target-304/prepare-1
80f163c26e8b4f5eb3c12eea782069ab,colva3,305,nvme,1,10737418240,2221,4610.535794258118,6.465688335010782,4.244688335010782,raw/target-305/prepare-1
80f163c26e8b4f5eb3c12eea782069ab,colva3,306,nvme,1,10737418240,2219,4614.6913022994995,6.365284936968237,4.146284936968238,raw/target-306/prepare-1
80f163c26e8b4f5eb3c12eea782069ab,colva3,307,nvme,1,10737418240,2216,4620.938627243042,6.3657758289482445,4.149775828948244,raw/target-307/prepare-1
53de53e105eb4d65b19bfaed802af211,colva4,401,hdd,1,10737418240,52340,195.64386653900146,105.72026585880667,53.380265858806666,raw/target-401/prepare-1
53de53e105eb4d65b19bfaed802af211,colva4,402,hdd,1,10737418240,96264,106.37413692474365,193.26418404933065,97.00018404933066,raw/target-402/prepare-1
53de53e105eb4d65b19bfaed802af211,colva4,403,hdd,1,10737418240,53326,192.02640342712402,107.6217764718458,54.295776471845805,raw/target-403/prepare-1
53de53e105eb4d65b19bfaed802af211,colva4,404,nvme,1,10737418240,2096,4885.496182441711,5.368105477653444,3.2721054776534437,raw/target-404/prepare-1
53de53e105eb4d65b19bfaed802af211,colva4,405,nvme,1,10737418240,2094,4890.16236782074,5.3680140767246485,3.2740140767246486,raw/target-405/prepare-1
53de53e105eb4d65b19bfaed802af211,colva4,406,nvme,1,10737418240,2109,4855.38169670105,5.367550376802683,3.258550376802683,raw/target-406/prepare-1
53de53e105eb4d65b19bfaed802af211,colva4,407,nvme,1,10737418240,2095,4887.828162193298,5.368840439245105,3.2738404392451046,raw/target-407/prepare-1
