host,target_id,media,workload,runs,bw_mib_s_median,bw_mib_s_min,bw_mib_s_max,iops_median,iops_min,iops_max,clat_mean_ms_median,clat_p99_ms_median,byte_limit_runs,time_limit_runs
colva2,202,hdd,rand_read_128k,5,36.729079246520996,36.2587366104126,36.81317615509033,291.70844900000003,287.94544199999996,292.382022,424.2874787036678,1115.684864,0,5
colva2,202,hdd,rand_read_4k,5,1.5026817321777344,1.4741125106811523,1.511582374572754,382.561634,375.24847,384.838525,323.5895092266353,859.83232,0,5
colva2,202,hdd,rand_write_4k,5,1.4897069931030273,1.4790983200073242,1.498845100402832,379.238095,376.52298,381.59394699999996,326.2884941872187,1010.827264,0,5
colva2,202,hdd,seq_read,5,156.6961212158203,156.47384357452393,157.03392124176025,154.569178,154.346529,154.908027,797.3236698790515,935.329792,0,5
colva2,202,hdd,seq_write,5,162.90693950653076,162.50608921051025,163.0916690826416,160.781127,160.380091,160.964099,766.5799522564702,1367.343104,0,5
colva2,203,hdd,rand_read_128k,5,36.4935417175293,36.237473487854004,36.602145195007324,289.823395,287.778305,290.690492,427.01984456912686,1082.130432,0,5
colva2,203,hdd,rand_read_4k,5,1.493372917175293,1.4829158782958984,1.5029220581054688,380.178404,377.501947,382.62194100000005,325.5867046368671,826.277888,0,5
colva2,203,hdd,rand_write_4k,5,1.4634132385253906,1.4620609283447266,1.4692754745483398,372.505405,372.160137,374.007721,332.138661696695,977.272832,0,5
colva2,203,hdd,seq_read,5,156.20602416992188,155.28776931762695,156.7786569595337,154.077153,153.158492,154.649007,800.0549703783555,943.7184,0,5
colva2,203,hdd,seq_write,5,162.60275077819824,161.90260219573975,162.9252166748047,160.47483599999998,159.777548,160.798732,767.9948567624451,1384.12032,0,5
colva2,204,hdd,rand_read_128k,5,37.372819900512695,36.8297176361084,37.45657825469971,296.85766,292.511971,297.527444,416.89877293079985,1052.770304,0,5
colva2,204,hdd,rand_read_4k,5,1.4792957305908203,1.4704456329345703,1.5059642791748047,376.57453799999996,374.307872,383.40000899999995,328.73420215873205,826.277888,0,5
colva2,204,hdd,rand_write_4k,5,1.4705066680908203,1.4600133895874023,1.4722156524658203,374.322919,371.636215,374.760201,330.5507239905953,985.66144,0,5
colva2,204,hdd,seq_read,5,182.58745956420898,181.44837093353271,182.9551420211792,180.45971,179.31896899999998,180.826794,683.6584683928203,826.277888,0,5
colva2,204,hdd,seq_write,5,190.78203201293945,189.65216159820557,190.96486282348633,188.655956,187.526465,188.83823,653.9603009826822,1166.016512,0,5
colva2,205,nvme,rand_read_128k,5,4305.557868003845,3882.653655052185,5503.137341499329,34442.379801,31059.146056999998,44023.015516,3.6979601685307184,8.978432,0,5
colva2,205,nvme,rand_read_4k,5,2604.533868789673,2604.324562072754,3203.8087100982666,666758.554024,666705.004918,820172.947117,0.1905714597821408,1.00352,0,5
colva2,205,nvme,rand_write_4k,5,3692.0130729675293,3660.1828756332397,3701.051335334778,945153.264112,937004.7165890001,947467.0755479999,0.1341074190895627,0.15872,0,5
colva2,205,nvme,seq_read,5,2154.978751182556,2105.0613117218018,4730.477029800415,2152.913946,2102.996469,4728.411371,59.352885710180075,123.20768,0,5
colva2,205,nvme,seq_write,5,3786.3995695114136,3683.0490283966064,3818.6036233901978,3784.31721,3680.9665670000004,3816.5046300000004,33.660609158092775,101.187584,0,5
colva2,206,nvme,rand_read_128k,5,5468.4767055511475,5194.022480964661,5496.887654304504,43745.730446,41550.096660999996,43973.00134999999,2.9075973075821913,4.489216,0,5
colva2,206,nvme,rand_read_4k,5,3909.0602378845215,3906.0289735794067,3910.864960670471,1000717.304712,999941.334311,1001179.313678,0.12648174031463713,0.428032,0,5
colva2,206,nvme,rand_write_4k,5,3789.9832515716553,3787.4962482452393,3791.8283376693726,970233.6294409999,969596.956717,970705.9549,0.13064885380576108,0.156672,0,5
colva2,206,nvme,seq_read,5,2217.5108976364136,2216.750684738159,5649.989169120789,2215.446039,2214.685775,5647.923227,57.65687769704866,99.090432,0,5
colva2,206,nvme,seq_write,5,4718.247518539429,4715.710508346558,4733.335961341858,4716.181724,4713.62802,4731.270278,26.98175889352934,43.25376,0,5
colva2,207,nvme,rand_read_128k,5,5409.579519271851,5075.420901298523,5501.899903297424,43274.569605,40601.300662,44013.132676999994,2.9397755782135526,5.341184,0,5
colva2,207,nvme,rand_read_4k,5,3908.935501098633,3907.5420989990234,3910.271740913391,1000685.388577,1000328.677855,1001027.482876,0.12645907984063653,0.428032,0,5
colva2,207,nvme,rand_write_4k,5,3786.6755590438843,3782.121006011963,3787.302501678467,969386.8602189999,968220.8945759999,969547.3742109999,0.1307469405141157,0.156672,0,5
colva2,207,nvme,seq_read,5,2216.774082183838,2215.2787141799927,5339.031348228455,2214.709182,2213.213935,5336.965433,57.67453046639917,99.090432,0,5
colva2,207,nvme,seq_write,5,4717.747750282288,4716.820846557617,4745.3829555511475,4715.682196,4714.738374,4743.30051,26.983825194020277,43.25376,0,5
colva3,301,hdd,rand_read_128k,5,36.23863983154297,35.798357009887695,36.52966117858887,287.78670500000004,284.261927,290.112553,429.9379996994778,1098.907648,0,5
colva3,301,hdd,rand_read_4k,5,1.485076904296875,1.476430892944336,1.494232177734375,378.05336,375.840627,380.398397,327.4038133377777,843.055104,0,5
colva3,301,hdd,rand_write_4k,5,1.4270353317260742,1.4069547653198242,1.436335563659668,363.193824,358.05895499999997,365.574242,340.62783432305037,1061.158912,0,5
colva3,301,hdd,seq_read,5,154.43111419677734,153.42645168304443,154.54537200927734,152.30195,151.300838,152.418756,808.8826407219702,943.7184,0,5
colva3,301,hdd,seq_write,5,160.4405689239502,158.54926872253418,161.14063549041748,158.31443000000002,156.424657,159.014903,778.4697456946883,1367.343104,0,5
colva3,302,hdd,rand_read_128k,5,36.118499755859375,36.01634693145752,36.183655738830566,286.822661,286.006652,287.345803,431.3004089535992,1098.907648,0,5
colva3,302,hdd,rand_read_4k,5,1.473494529724121,1.454554557800293,1.4863147735595703,375.08903,370.239992,378.369888,329.98360892987347,817.88928,0,5
colva3,302,hdd,rand_write_4k,5,1.4286785125732422,1.4185476303100586,1.429427146911621,363.615299,361.02163900000005,363.80726899999996,340.2047387304202,1002.438656,0,5
colva3,302,hdd,seq_read,5,156.53144073486328,155.51390552520752,157.1508674621582,154.404702,153.38676600000002,155.024516,798.3294292624165,1052.770304,0,5
colva3,302,hdd,seq_write,5,163.14662742614746,161.99496269226074,163.65942859649658,161.020507,159.86848099999997,161.532256,765.4600292921417,1367.343104,0,5
colva3,303,hdd,rand_read_128k,5,35.8473014831543,35.542006492614746,36.065120697021484,284.65450899999996,282.21265900000003,286.396808,434.5387458915968,1082.130432,0,5
colva3,303,hdd,rand_read_4k,5,1.492330551147461,1.479248046875,1.5022172927856445,379.91027399999996,376.56253599999997,382.44265599999994,325.9789259084719,834.666496,0,5
colva3,303,hdd,rand_write_4k,5,1.4523324966430664,1.4258651733398438,1.4637994766235352,369.670031,362.894394,372.605641,334.665169730919,1044.381696,0,5
colva3,303,hdd,seq_read,5,146.5145082473755,145.05680656433105,146.68117141723633,144.387982,142.930704,144.55488,855.2381634935919,1019.215872,0,5
colva3,303,hdd,seq_write,5,151.95215702056885,151.38507747650146,152.12317276000977,149.825559,149.258746,149.996503,821.9637240802998,1468.0064,0,5
colva3,304,hdd,rand_read_128k,5,37.68118476867676,37.35537528991699,37.911781311035156,299.326954,296.719089,301.170787,413.34568056715295,1098.907648,0,5
colva3,304,hdd,rand_read_4k,5,1.5081424713134766,1.4974088668823242,1.5183038711547852,383.97869199999997,381.209096,386.560789,322.54776888741884,843.055104,0,5
colva3,304,hdd,rand_write_4k,5,1.4634065628051758,1.4492816925048828,1.4772491455078125,372.505191,368.889047,376.04875400000003,332.175694936032,985.66144,0,5
colva3,304,hdd,seq_read,5,180.70258617401123,179.39669227600098,181.6453104019165,178.573544,177.268343,179.516722,690.7160739255985,801.112064,0,5
colva3,304,hdd,seq_write,5,188.98574542999268,188.25680828094482,189.50885581970215,186.859326,186.12923899999998,187.38104099999998,660.0462723424357,1166.016512,0,5
colva3,305,nvme,rand_read_128k,5,4779.556854248047,4594.624051094055,5499.681263923645,38234.38828,36754.925869,43995.383565,3.3442791027422216,10.289152,0,5
colva3,305,nvme,rand_read_4k,5,3030.9386100769043,2994.015202522278,3829.5227613449097,775918.218029,766465.7922370001,980355.727405,0.16350649689433575,0.856064,0,5
colva3,305,nvme,rand_write_4k,5,3663.0381002426147,3651.716609954834,3664.340552330017,937735.6377389999,934837.386044,938069.098849,0.13517595814629135,0.156672,0,5
colva3,305,nvme,seq_read,5,2218.5453214645386,2217.2112674713135,4987.603573799133,2216.480488,2215.146471,4985.537562,57.70440335364283,94.896128,0,5
colva3,305,nvme,seq_write,5,4644.7172203063965,4400.971175193787,4674.066607475281,4642.65157,4398.905432,4672.00076,27.52166486542258,45.350912,0,5
colva3,306,nvme,rand_read_128k,5,5190.647706031799,5041.593234062195,5503.656065940857,41523.115126000004,40330.679354,44027.18197499999,3.079120079520774,7.831552,0,5
colva3,306,nvme,rand_read_4k,5,3913.526244163513,3912.150421142578,3914.640027999878,1001860.618989,1001508.4081930001,1002145.7642369999,0.12629887708451293,0.428032,0,5
colva3,306,nvme,rand_write_4k,5,3791.0221672058105,3786.2065563201904,3796.4569063186646,970499.591674,969266.81222,971890.885151,0.1306145968897483,0.156672,0,5
colva3,306,nvme,seq_read,5,2217.68559551239,2215.9075059890747,5518.358612060547,2215.620884,2213.842605,5516.292663,57.725501684779545,93.847552,0,5
colva3,306,nvme,seq_write,5,4709.448483467102,4693.674084663391,4725.084993362427,4707.382654,4691.60854,4723.01913,27.142790431841846,43.778048,0,5
colva3,307,nvme,rand_read_128k,5,5058.519013404846,5026.275528907776,5498.2250871658325,40466.085594000004,40208.137711,43983.734145999995,3.1596261732815467,7.634944,0,5
colva3,307,nvme,rand_read_4k,5,3909.8432970046997,3908.9204502105713,3910.636384010315,1000917.80137,1000681.552234,1001120.8146540001,0.12641255547884778,0.432128,0,5
colva3,307,nvme,rand_write_4k,5,3786.8683280944824,3784.750199317932,3787.945981025696,969436.226064,968893.9684339999,969712.0881309999,0.13074246167899345,0.156672,0,5
colva3,307,nvme,seq_read,5,2217.090061187744,2214.1621475219727,5492.458948135376,2215.0252029999997,2212.097462,5490.392963,57.7403187275541,95.944704,0,5
colva3,307,nvme,seq_write,5,4697.092282295227,4691.608890533447,4707.015322685242,4695.026478,4689.526583,4704.949484000001,27.2135709156333,44.302336,0,5
colva4,401,hdd,rand_read_128k,5,38.32847309112549,37.93266487121582,38.539164543151855,304.503745,301.337485,306.18726300000003,405.99643011061755,1082.130432,0,5
colva4,401,hdd,rand_read_4k,5,1.5415830612182617,1.5333442687988281,1.5602807998657227,392.51946399999997,390.410417,397.306388,315.1545109670044,843.055104,0,5
colva4,401,hdd,rand_write_4k,5,1.5154266357421875,1.5132074356079102,1.5283527374267578,385.821536,385.253745,389.130355,320.4783421423311,935.329792,0,5
colva4,401,hdd,seq_read,5,186.5630235671997,186.00150871276855,187.15924644470215,184.439465,183.878427,185.03414700000002,669.2091502000121,851.443712,0,5
colva4,401,hdd,seq_write,5,192.01221370697021,191.94392108917236,192.52158164978027,189.889628,189.820797,190.39827300000002,649.4263213282177,1199.570944,0,5
colva4,402,hdd,rand_read_128k,5,36.092628479003906,35.87538528442383,36.10487174987793,286.615747,284.87850299999997,286.714064,431.438548905536,1132.46208,0,5
colva4,402,hdd,rand_read_4k,5,1.4827814102172852,1.4704389572143555,1.4879608154296875,377.46580299999994,374.306514,378.792039,327.72625231970795,910.163968,0,5
colva4,402,hdd,rand_write_4k,5,1.4986228942871094,1.4947662353515625,1.502934455871582,381.520138,380.53281,382.62415799999997,324.177759113275,926.941184,0,5
colva4,402,hdd,seq_read,5,155.442551612854,154.73662185668945,155.8394193649292,153.319968,152.631013,153.718889,803.990623903176,1027.60448,0,5
colva4,402,hdd,seq_write,5,160.06625080108643,159.14898777008057,160.1663637161255,157.946806,157.028615,158.04542,779.7635005839787,1417.674752,0,5
colva4,403,hdd,rand_read_128k,5,34.453102111816406,34.20672607421875,34.53737831115723,273.500678,271.530801,274.175969,451.7478658204719,1166.016512,0,5
colva4,403,hdd,rand_read_4k,5,1.4751529693603516,1.4659509658813477,1.4809913635253906,375.512609,373.158459,377.008261,329.4442774960558,859.83232,0,5
colva4,403,hdd,rand_write_4k,5,1.4749221801757812,1.4654178619384766,1.4848613739013672,375.453377,373.022588,377.996804,329.38933305874696,985.66144,0,5
colva4,403,hdd,seq_read,5,132.8510856628418,131.9120864868164,133.13119220733643,130.729966,129.809063,131.010673,941.6358424984097,1266.679808,0,5
colva4,403,hdd,seq_write,5,134.8324270248413,134.24669456481934,135.10829162597656,132.71468299999998,132.127714,132.990242,926.8485277191209,1652.555776,0,5
colva4,404,nvme,rand_read_128k,5,4990.736032485962,4301.777795791626,5612.827690124512,39923.821745,34412.139191,44900.538304999995,3.1824869133326477,5.7344,0,5
colva4,404,nvme,rand_read_4k,5,3998.4177322387695,3694.7813215255737,4005.2275800704956,1023592.823453,945861.918968,1025336.17773,0.12306747799491417,0.514048,0,5
colva4,404,nvme,rand_write_4k,5,3962.5302448272705,3950.2395639419556,3971.2512588500977,1014405.6765720001,1011259.212347,1016638.239363,0.12444376863657425,0.16896,0,5
colva4,404,nvme,seq_read,5,2227.902238845825,2225.553967475891,4698.444288253784,2225.837466,2223.4724000000006,4696.378398000001,57.31531902977557,94.896128,0,5
colva4,404,nvme,seq_write,5,4936.897417068481,4903.434025764465,4952.560513496399,4934.798312999999,4901.368248000001,4950.461381,25.79729600055084,44.302336,0,5
colva4,405,nvme,rand_read_128k,5,5161.155892372131,4508.793016433716,5517.1512241363525,41287.163929,36068.277644,44135.126577,3.0805620054011644,6.914048,0,5
colva4,405,nvme,rand_read_4k,5,2580.713171005249,2549.452102661133,3847.2664108276367,660660.455659,652657.655705,984898.13503,0.19189364356513192,0.987136,0,5
colva4,405,nvme,rand_write_4k,5,2131.7984523773193,2055.590738296509,3598.0199794769287,545738.321029,526229.112848,921091.0484829999,0.23240004697512495,0.684032,0,5
colva4,405,nvme,seq_read,5,2225.810688018799,1820.7861185073853,4498.4444942474365,2223.7292390000002,1818.704878,4496.362230999999,57.36431290865818,102.23616,0,5
colva4,405,nvme,seq_write,5,2196.6494750976562,2117.503366470337,4938.165927886963,2194.584592,2115.422117,4936.083387,58.07375702945355,131.596288,0,5
colva4,406,nvme,rand_read_128k,5,5108.223171234131,4870.671119689941,5501.893652915955,40863.702178,38963.302447,44013.066012,3.1079422288813947,10.027008,0,5
colva4,406,nvme,rand_read_4k,5,3854.5528135299683,3836.133197784424,3858.2756633758545,986763.4372759999,982048.015867,987716.487042,0.12777100947879946,0.411648,0,5
colva4,406,nvme,rand_write_4k,5,3611.2771139144897,3608.406720161438,3615.666625022888,924484.808587,923750.0375000001,925608.5398569999,0.13668881136486138,0.181248,0,5
colva4,406,nvme,seq_read,5,2225.6160402297974,2221.7568492889404,4785.712624549866,2223.551062,2219.6921460000003,4783.630144,57.36645309910125,96.99328,0,5
colva4,406,nvme,seq_write,5,4933.679663658142,4911.242736816406,4983.726300239563,4931.580552,4909.176949999999,4981.643724,25.80831645328582,44.302336,0,5
colva4,407,nvme,rand_read_128k,5,5100.109991073608,4301.833861351013,5502.256155014038,40798.796747,34412.587687,44015.96604300001,3.112770408376089,6.127616,0,5
colva4,407,nvme,rand_read_4k,5,3845.164427757263,3602.5260887145996,3857.0313510894775,984359.977334,922244.595924,987397.943368,0.1280756185750532,0.456704,0,5
colva4,407,nvme,rand_write_4k,5,3609.383071899414,3601.1844444274902,3613.138867378235,924000.0000000001,921901.134981,924961.483976,0.13674463406947593,0.183296,0,5
colva4,407,nvme,seq_read,5,2224.223786354065,2222.964035987854,4473.043283462524,2222.1589700000004,2220.899229,4470.944206,57.40502740587308,93.847552,0,5
colva4,407,nvme,seq_write,5,4911.831677436829,4904.977667808533,4935.871057510376,4909.765856,4902.911941,4933.78856,25.923697778275393,44.302336,0,5
