run_id,host,target_id,media,generation,io_bytes,fio_runtime_ms,fio_write_mib_s,command_wall_seconds,sync_overhead_seconds,artifact
79a3fd0b23684e1495a4786e040acaba,colva1,101,hdd,1,42949672960,250755,163.3466920852661,503.1940309293568,252.43903092935682,raw/target-101/prepare-1
79a3fd0b23684e1495a4786e040acaba,colva1,102,hdd,1,42949672960,230216,177.91986560821533,461.37042997404933,231.15442997404932,raw/target-102/prepare-1
79a3fd0b23684e1495a4786e040acaba,colva1,103,hdd,1,42949672960,250394,163.5821943283081,502.19250257499516,251.79850257499515,raw/target-103/prepare-1
79a3fd0b23684e1495a4786e040acaba,colva1,104,nvme,1,42949672960,8259,4959.438188552856,18.022634664550424,9.763634664550423,raw/target-104/prepare-1
79a3fd0b23684e1495a4786e040acaba,colva1,105,nvme,1,42949672960,8310,4929.001202583313,18.26974161155522,9.959741611555218,raw/target-105/prepare-1
79a3fd0b23684e1495a4786e040acaba,colva1,106,nvme,1,42949672960,8354,4903.0404596328735,18.2705357670784,9.9165357670784,raw/target-106/prepare-1
79a3fd0b23684e1495a4786e040acaba,colva1,107,nvme,1,42949672960,8258,4960.038749694824,18.07053566351533,9.81253566351533,raw/target-107/prepare-1
e4085b7e352d422fbc578954eed94c9d,colva2,201,hdd,1,42949672960,249248,164.33431720733643,501.7233547209762,252.4753547209762,raw/target-201/prepare-1
e4085b7e352d422fbc578954eed94c9d,colva2,202,hdd,1,42949672960,247915,165.21791648864746,498.7154756640084,250.80047566400842,raw/target-202/prepare-1
e4085b7e352d422fbc578954eed94c9d,colva2,203,hdd,1,42949672960,248012,165.15329837799072,499.56143623101525,251.54943623101525,raw/target-203/prepare-1
e4085b7e352d422fbc578954eed94c9d,colva2,204,hdd,1,42949672960,209437,195.57193756103516,421.72698278701864,212.28998278701863,raw/target-204/prepare-1
e4085b7e352d422fbc578954eed94c9d,colva2,205,nvme,1,42949672960,8726,4694.017877578735,24.923915933002718,16.19791593300272,raw/target-205/prepare-1
e4085b7e352d422fbc578954eed94c9d,colva2,206,nvme,1,42949672960,8732,4690.79248714447,24.672282209969126,15.940282209969126,raw/target-206/prepare-1
e4085b7e352d422fbc578954eed94c9d,colva2,207,nvme,1,42949672960,8731,4691.329744338989,24.722250399994664,15.991250399994664,raw/target-207/prepare-1
62a417b0c65345bfa5e7689ac54b78fa,colva3,301,hdd,1,42949672960,250501,163.51232051849365,503.9584284230368,253.45742842303682,raw/target-301/prepare-1
62a417b0c65345bfa5e7689ac54b78fa,colva3,302,hdd,1,42949672960,246810,165.9576187133789,497.2622217569733,250.4522217569733,raw/target-302/prepare-1
62a417b0c65345bfa5e7689ac54b78fa,colva3,303,hdd,1,42949672960,266490,153.70182704925537,535.7178931439994,269.2278931439994,raw/target-303/prepare-1
62a417b0c65345bfa5e7689ac54b78fa,colva3,304,hdd,1,42949672960,211483,193.67986965179443,426.94975511799566,215.46675511799566,raw/target-304/prepare-1
62a417b0c65345bfa5e7689ac54b78fa,colva3,305,nvme,1,42949672960,8781,4664.616786003113,24.519099946017377,15.738099946017376,raw/target-305/prepare-1
62a417b0c65345bfa5e7689ac54b78fa,colva3,306,nvme,1,42949672960,8781,4664.616786003113,24.569227781961672,15.788227781961671,raw/target-306/prepare-1
62a417b0c65345bfa5e7689ac54b78fa,colva3,307,nvme,1,42949672960,8749,4681.677906036377,24.66893618297763,15.919936182977631,raw/target-307/prepare-1
dfbd5a8cad2a4dac9c368e87f09c47dc,colva4,401,hdd,1,42949672960,209076,195.9096212387085,419.5358635503799,210.45986355037988,raw/target-401/prepare-1
dfbd5a8cad2a4dac9c368e87f09c47dc,colva4,402,hdd,1,42949672960,253347,161.67548847198486,507.98999667726457,254.64299667726456,raw/target-402/prepare-1
dfbd5a8cad2a4dac9c368e87f09c47dc,colva4,403,hdd,1,42949672960,300828,136.15753841400146,603.0371770765632,302.20917707656326,raw/target-403/prepare-1
dfbd5a8cad2a4dac9c368e87f09c47dc,colva4,404,nvme,1,42949672960,8341,4910.682171821594,17.973530892282724,9.632530892282725,raw/target-404/prepare-1
dfbd5a8cad2a4dac9c368e87f09c47dc,colva4,405,nvme,1,42949672960,8332,4915.986557006836,17.872889844700694,9.540889844700693,raw/target-405/prepare-1
dfbd5a8cad2a4dac9c368e87f09c47dc,colva4,406,nvme,1,42949672960,8294,4938.509765625,17.923878699541092,9.629878699541091,raw/target-406/prepare-1
dfbd5a8cad2a4dac9c368e87f09c47dc,colva4,407,nvme,1,42949672960,8331,4916.576641082764,17.973274919204414,9.642274919204414,raw/target-407/prepare-1
