timestamp,label,file_id,POSIX_OPENS,POSIX_READS,POSIX_WRITES,POSIX_SEEKS,POSIX_STATS,POSIX_MMAPS,POSIX_FSYNCS,POSIX_FDSYNCS,POSIX_BYTES_READ,POSIX_BYTES_WRITTEN,POSIX_CONSEC_READS,POSIX_CONSEC_WRITES,POSIX_SEQ_READS,POSIX_SEQ_WRITES,POSIX_RW_SWITCHES,POSIX_MEM_NOT_ALIGNED,POSIX_MEM_ALIGNMENT,POSIX_FILE_NOT_ALIGNED,POSIX_FILE_ALIGNMENT,POSIX_MAX_READ_TIME_SIZE,POSIX_MAX_WRITE_TIME_SIZE,POSIX_SIZE_READ_0_100,POSIX_SIZE_READ_100_1K,POSIX_SIZE_READ_1K_10K,POSIX_SIZE_READ_10K_100K,POSIX_SIZE_READ_100K_1M,POSIX_SIZE_READ_1M_4M,POSIX_SIZE_READ_4M_10M,POSIX_SIZE_READ_10M_100M,POSIX_SIZE_READ_100M_1G,POSIX_SIZE_READ_1G_PLUS,POSIX_SIZE_WRITE_0_100,POSIX_SIZE_WRITE_100_1K,POSIX_SIZE_WRITE_1K_10K,POSIX_SIZE_WRITE_10K_100K,POSIX_SIZE_WRITE_100K_1M,POSIX_SIZE_WRITE_1M_4M,POSIX_SIZE_WRITE_4M_10M,POSIX_SIZE_WRITE_10M_100M,POSIX_SIZE_WRITE_100M_1G,POSIX_SIZE_WRITE_1G_PLUS,POSIX_STRIDE1_STRIDE,POSIX_STRIDE2_STRIDE,POSIX_STRIDE3_STRIDE,POSIX_STRIDE4_STRIDE,POSIX_STRIDE1_COUNT,POSIX_STRIDE2_COUNT,POSIX_STRIDE3_COUNT,POSIX_STRIDE4_COUNT,POSIX_F_OPEN_START_TIMESTAMP,POSIX_F_OPEN_END_TIMESTAMP,POSIX_F_READ_START_TIMESTAMP,POSIX_F_READ_END_TIMESTAMP,POSIX_F_WRITE_START_TIMESTAMP,POSIX_F_WRITE_END_TIMESTAMP,POSIX_F_CLOSE_START_TIMESTAMP,POSIX_F_CLOSE_END_TIMESTAMP,POSIX_F_READ_TIME,POSIX_F_WRITE_TIME,POSIX_F_META_TIME,POSIX_F_MAX_READ_TIME,POSIX_F_MAX_WRITE_TIME
2026-02-21T03:06:22.079675,metadata_heavy_run2,27633264025453801,1,0,1,0,0,-1,1,0,0,4096,0,0,0,0,0,0,8,0,524288,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1846923828125,7.185172080993652,0.0,0.0,7.185174226760864,7.185174942016602,7.1926209926605225,7.19321346282959,0.0,0.007445573806762695,0.0010721683502197266,0.0,7.152557373046875e-07
2026-02-21T03:06:22.079675,metadata_heavy_run2,44627473235961517,1,0,1,0,0,-1,1,0,0,4096,0,0,0,0,0,0,8,0,524288,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.964172840118408,9.964707851409912,0.0,0.0,9.964711427688599,9.964712858200073,9.971969366073608,9.972543239593506,0.0,0.0072519779205322266,0.0011088848114013672,0.0,1.430511474609375e-06
2026-02-21T03:06:22.079675,metadata_heavy_run2,60530970412383956,1,0,1,0,0,-1,1,0,0,4096,0,0,0,0,0,0,8,0,524288,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8150155544281,10.815596103668213,0.0,0.0,10.815606355667114,10.815608024597168,10.822042226791382,10.822355270385742,0.0,0.006433725357055664,0.0008935928344726562,0.0,1.6689300537109375e-06
2026-02-21T03:06:22.079675,metadata_heavy_run2,150339262087773105,1,0,1,0,0,-1,1,0,0,4096,0,0,0,0,0,0,8,0,524288,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.33161735534668,11.332014799118042,0.0,0.0,11.332022905349731,11.332024097442627,11.368206262588501,11.368803262710571,0.0,0.03618216514587402,0.0009944438934326172,0.0,1.1920928955078125e-06
2026-02-21T03:06:22.079675,metadata_heavy_run2,152410241416878874,1,0,1,0,0,-1,1,0,0,4096,0,0,0,0,0,0,8,0,524288,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.118454456329346,6.118974208831787,0.0,0.0,6.118983745574951,6.1189844608306885,6.134977102279663,6.135479211807251,0.0,0.01599287986755371,0.0010218620300292969,0.0,7.152557373046875e-07
2026-02-21T03:06:22.079675,metadata_heavy_run2,186601671625697244,1,0,1,0,0,-1,1,0,0,4096,0,0,0,0,0,0,8,0,524288,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.325191736221313,8.325752019882202,0.0,0.0,8.325758934020996,8.325762033462524,8.333236932754517,8.333714962005615,0.0,0.007473945617675781,0.0010383129119873047,0.0,3.0994415283203125e-06
2026-02-21T03:06:22.079675,metadata_heavy_run2,190172011869089645,1,0,1,0,0,-1,1,0,0,4096,0,0,0,0,0,0,8,0,524288,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.398700952529907,7.399096488952637,0.0,0.0,7.399103164672852,7.39910364151001,7.412039279937744,7.412244081497192,0.0,0.012935400009155273,0.0006003379821777344,0.0,4.76837158203125e-07
2026-02-21T03:06:22.079675,metadata_heavy_run2,211829769729885854,1,0,1,0,0,-1,1,0,0,4096,0,0,0,0,0,0,8,0,524288,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.454868793487549,6.4552319049835205,0.0,0.0,6.4552366733551025,6.455238580703735,6.4614598751068115,6.461715221405029,0.0,0.0062220096588134766,0.0006184577941894531,0.0,1.9073486328125e-06
2026-02-21T03:06:22.079675,metadata_heavy_run2,234824138472960007,1,0,1,0,0,-1,1,0,0,4096,0,0,0,0,0,0,8,0,524288,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.844706773757935,7.845272064208984,0.0,0.0,7.845276117324829,7.845277309417725,7.852277517318726,7.852672576904297,0.0,0.00699925422668457,0.0009603500366210938,0.0,1.1920928955078125e-06
2026-02-21T03:06:22.079675,metadata_heavy_run2,235581183742873962,1,0,1,0,0,-1,1,0,0,4096,0,0,0,0,0,0,8,0,524288,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.765071153640747,3.7654497623443604,0.0,0.0,3.765450954437256,3.765451431274414,3.771864175796509,3.7722177505493164,0.0,0.006412506103515625,0.0007321834564208984,0.0,4.76837158203125e-07
2026-02-21T03:06:22.079675,metadata_heavy_run2,240438745334491512,1,0,1,0,0,-1,1,0,0,4096,0,0,0,0,0,0,8,0,524288,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9779670238494873,1.9785962104797363,0.0,0.0,1.9785995483398438,1.9786007404327393,1.9919226169586182,1.992234230041504,0.0,0.013320446014404297,0.0009407997131347656,0.0,1.1920928955078125e-06
2026-02-21T03:06:22.079675,metadata_heavy_run2,281139141578015061,1,0,1,0,0,-1,1,0,0,4096,0,0,0,0,0,0,8,0,524288,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.853062152862549,7.853475093841553,0.0,0.0,7.8534791469573975,7.853480339050293,7.860873699188232,7.861348390579224,0.0,0.0073931217193603516,0.0008876323699951172,0.0,1.1920928955078125e-06
2026-02-21T03:06:22.079675,metadata_heavy_run2,284643434523592088,1,0,1,0,0,-1,1,0,0,4096,0,0,0,0,0,0,8,0,524288,0,4096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7538018226623535,0.7542612552642822,0.0,0.0,0.7542645931243896,0.7542660236358643,0.7671842575073242,0.767524242401123,0.0,0.01291799545288086,0.0007994174957275391,0.0,1.430511474609375e-06
